n_clusters,num_noise_points,use_umap,n_components,n_neighbors,quality_score,avg_same_cluster,avg_diff_cluster,n_same,n_diff,n_total,iteration,min_cluster_size,model,year,method,data_name,params
528,9518,TRUE,10,15,1.8539496724182,2.33211678832117,0.478167115902965,274,1855,4167,1,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_15
528,9518,TRUE,10,15,1.8539496724182,2.33211678832117,0.478167115902965,274,1855,4167,2,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_15
528,9518,TRUE,10,15,1.8539496724182,2.33211678832117,0.478167115902965,274,1855,4167,3,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_15
528,9518,TRUE,10,15,1.8539496724182,2.33211678832117,0.478167115902965,274,1855,4167,4,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_15
528,9518,TRUE,10,15,1.8539496724182,2.33211678832117,0.478167115902965,274,1855,4167,5,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_15
77,12977,TRUE,10,15,1.73837184582332,2.05749486652977,0.319123020706456,487,1642,4167,1,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_10_n_neighbors_15
77,12977,TRUE,10,15,1.73837184582332,2.05749486652977,0.319123020706456,487,1642,4167,2,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_10_n_neighbors_15
77,12977,TRUE,10,15,1.73837184582332,2.05749486652977,0.319123020706456,487,1642,4167,3,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_10_n_neighbors_15
77,12977,TRUE,10,15,1.73837184582332,2.05749486652977,0.319123020706456,487,1642,4167,4,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_10_n_neighbors_15
77,12977,TRUE,10,15,1.73837184582332,2.05749486652977,0.319123020706456,487,1642,4167,5,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_10_n_neighbors_15
32,12663,TRUE,10,15,1.75055453883977,1.9830220713073,0.232467532467532,589,1540,4167,1,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_10_n_neighbors_15
32,12663,TRUE,10,15,1.75055453883977,1.9830220713073,0.232467532467532,589,1540,4167,2,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_10_n_neighbors_15
32,12663,TRUE,10,15,1.75055453883977,1.9830220713073,0.232467532467532,589,1540,4167,3,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_10_n_neighbors_15
32,12663,TRUE,10,15,1.75055453883977,1.9830220713073,0.232467532467532,589,1540,4167,4,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_10_n_neighbors_15
32,12663,TRUE,10,15,1.75055453883977,1.9830220713073,0.232467532467532,589,1540,4167,5,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_10_n_neighbors_15
17,15685,TRUE,10,15,1.71751167082836,1.94701986754967,0.229508196721311,604,1525,4167,1,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_10_n_neighbors_15
17,15685,TRUE,10,15,1.71751167082836,1.94701986754967,0.229508196721311,604,1525,4167,2,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_10_n_neighbors_15
17,15685,TRUE,10,15,1.71751167082836,1.94701986754967,0.229508196721311,604,1525,4167,3,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_10_n_neighbors_15
17,15685,TRUE,10,15,1.71751167082836,1.94701986754967,0.229508196721311,604,1525,4167,4,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_10_n_neighbors_15
17,15685,TRUE,10,15,1.71751167082836,1.94701986754967,0.229508196721311,604,1525,4167,5,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_10_n_neighbors_15
429,10811,TRUE,5,30,1.89243926299086,2.35943060498221,0.466991341991342,281,1848,4167,1,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_5_n_neighbors_30
429,10811,TRUE,5,30,1.89243926299086,2.35943060498221,0.466991341991342,281,1848,4167,2,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_5_n_neighbors_30
429,10811,TRUE,5,30,1.89243926299086,2.35943060498221,0.466991341991342,281,1848,4167,3,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_5_n_neighbors_30
429,10811,TRUE,5,30,1.89243926299086,2.35943060498221,0.466991341991342,281,1848,4167,4,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_5_n_neighbors_30
429,10811,TRUE,5,30,1.89243926299086,2.35943060498221,0.466991341991342,281,1848,4167,5,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_5_n_neighbors_30
82,13888,TRUE,5,30,1.74291120349643,2.06918238993711,0.326271186440678,477,1652,4167,1,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_5_n_neighbors_30
82,13888,TRUE,5,30,1.74291120349643,2.06918238993711,0.326271186440678,477,1652,4167,2,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_5_n_neighbors_30
82,13888,TRUE,5,30,1.74291120349643,2.06918238993711,0.326271186440678,477,1652,4167,3,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_5_n_neighbors_30
82,13888,TRUE,5,30,1.74291120349643,2.06918238993711,0.326271186440678,477,1652,4167,4,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_5_n_neighbors_30
82,13888,TRUE,5,30,1.74291120349643,2.06918238993711,0.326271186440678,477,1652,4167,5,50,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_50_use_umap_TRUE_n_components_5_n_neighbors_30
36,15486,TRUE,5,30,1.7048905126104,1.97321428571429,0.268323773103888,560,1569,4167,1,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_5_n_neighbors_30
36,15486,TRUE,5,30,1.7048905126104,1.97321428571429,0.268323773103888,560,1569,4167,2,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_5_n_neighbors_30
36,15486,TRUE,5,30,1.7048905126104,1.97321428571429,0.268323773103888,560,1569,4167,3,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_5_n_neighbors_30
36,15486,TRUE,5,30,1.7048905126104,1.97321428571429,0.268323773103888,560,1569,4167,4,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_5_n_neighbors_30
36,15486,TRUE,5,30,1.7048905126104,1.97321428571429,0.268323773103888,560,1569,4167,5,100,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_100_use_umap_TRUE_n_components_5_n_neighbors_30
14,14655,TRUE,5,30,1.74902947903974,1.95645161290323,0.207422133863486,620,1509,4167,1,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_5_n_neighbors_30
14,14655,TRUE,5,30,1.74902947903974,1.95645161290323,0.207422133863486,620,1509,4167,2,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_5_n_neighbors_30
14,14655,TRUE,5,30,1.74902947903974,1.95645161290323,0.207422133863486,620,1509,4167,3,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_5_n_neighbors_30
14,14655,TRUE,5,30,1.74902947903974,1.95645161290323,0.207422133863486,620,1509,4167,4,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_5_n_neighbors_30
14,14655,TRUE,5,30,1.74902947903974,1.95645161290323,0.207422133863486,620,1509,4167,5,200,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_200_use_umap_TRUE_n_components_5_n_neighbors_30
445,11030,TRUE,10,30,1.90933041521277,2.39382239382239,0.484491978609626,259,1870,4167,1,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_30
445,11030,TRUE,10,30,1.90933041521277,2.39382239382239,0.484491978609626,259,1870,4167,2,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_30
445,11030,TRUE,10,30,1.90933041521277,2.39382239382239,0.484491978609626,259,1870,4167,3,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_30
445,11030,TRUE,10,30,1.90933041521277,2.39382239382239,0.484491978609626,259,1870,4167,4,10,text-embedding-3-large,2018,hdbscan,text_2018,min_cluster_size_10_use_umap_TRUE_n_components_10_n_neighbors_30
